IDRSSD,date,Financial Institution Name,Institution Name ,defaulter,Failure / Assistance ,total_assets,company ratio 1,company ratio 2,company ratio 3,company ratio 4,company ratio 5,MEV 1,MEV 2,default_within_1Y,Failure,num_records,non_defaulter,const
2017570,6/30/2013,GE CAPITAL BANK,,0,,15260717,3.399735083,0.355638787,0.355638787,-0.045678271,0.24833896,-0.400396348,-0.387875336,0,,60,1,1
2203355,6/30/2007,ANB FINANCIAL NATIONAL ASSOCIATION,ANB FINANCIAL NATIONAL ASSOCIATION,1,FAILURE,1950543,1.882682171,0.599904683,0.599904683,1.242447546,0.955517414,-1.976252995,0.482789546,1,1,28,0,1
104038,6/30/2010,"PARK AVENUE BANK, THE",THE PARK AVENUE BANK,1,FAILURE,1111667,1.468055836,-3.027660336,-3.027660336,-1.494217099,-1.786268285,1.08276285,1.01858332,1,1,40,0,1
2906311,6/30/2008,NEIGHBORHOOD COMMUNITY BANK,NEIGHBORHOOD COMMUNITY BANK,1,FAILURE,240062,0.337760006,-0.774373959,-0.774373959,-1.648772349,-0.190975433,0.155788351,-0.253926893,1,1,32,0,1
2435615,9/30/2009,RAVENSWOOD BANK,RAVENSWOOD BANK,1,FAILURE,324973,0.561091458,-0.70055782,-0.70055782,-1.955351165,-0.541391915,1.175460299,-0.722746445,1,1,37,0,1
587574,6/30/2009,ARCOLA HOMESTEAD SAVINGS BANK,ARCOLA HOMESTEAD SAVINGS BANK,1,FAILURE,18468,-1.553681584,0.092675152,0.092675152,-0.028867696,0.756008627,1.08276285,-1.928282436,1,1,36,0,1
398350,3/31/2012,"STILLWATER NATIONAL BANK AND TRUST COMPANY, THE",,0,,1936031,1.877175084,0.113669658,0.113669658,0.276025411,-0.891569054,-0.585791248,-0.52182378,0,,60,1,1
1191446,9/30/2009,SONOMA VALLEY BANK,SONOMA VALLEY BANK,1,FAILURE,335073,0.583661934,-8.539307296,-8.539307296,0.574212958,-0.481325872,1.175460299,-0.722746445,1,1,37,0,1
212465,9/30/2011,"UNION BANK, NATIONAL ASSOCIATION",,0,,83539498,4.653419326,0.012068782,0.012068782,-0.557858718,0.373791578,0.155788351,-1.057617554,0,,60,1,1
852218,6/30/2003,JPMORGAN CHASE BANK,,0,,661427000,6.179252152,0.081608179,0.081608179,-1.716121854,0.547682624,0.433880701,0.951609098,0,,60,1,1
54357,3/31/2010,"FIRST STATE BANK, THE",THE FIRST STATE BANK,1,FAILURE,39586,-0.99142693,0.602429282,0.602429282,1.637783402,0.160361819,1.08276285,1.01858332,1,1,39,0,1
2967349,12/31/2012,LIBERTY BANK OF ARKANSAS,,0,,2825501,2.155963003,-0.022920919,-0.022920919,-0.282596651,-0.091671744,-0.400396348,-0.387875336,0,,50,1,1
3384318,6/30/2010,STATE BANK AND TRUST COMPANY,,0,,2597324,2.093867174,0.269510577,0.269510577,0.774023018,-0.084095947,1.08276285,1.01858332,0,,41,1,1
2713582,3/31/2010,CANYON NATIONAL BANK,CANYON NATIONAL BANK,1,FAILURE,247469,0.360169558,-0.657224719,-0.657224719,0.274098094,-0.07699066,1.08276285,1.01858332,1,1,39,0,1
1158832,9/30/2009,PACIFIC STATE BANK,PACIFIC STATE BANK,1,FAILURE,384616,0.685353404,-3.121436773,-3.121436773,-0.24640456,-0.802779866,1.175460299,-0.722746445,1,1,37,0,1
590855,9/30/2012,COMMUNITY SOUTH BANK,COMMUNITY SOUTH BANK,1,FAILURE,471323,0.835274652,-2.269617621,-2.269617621,-0.469652092,-0.917408341,-0.771186147,0.080944216,1,1,49,0,1
687009,3/31/2015,LAKELAND BANK,,0,,3621046,2.338906332,0.072358161,0.072358161,-0.371013257,0.089553881,0.433880701,0.348841103,0,,60,1,1
764030,12/31/2009,AMERIS BANK,,0,,2422345,2.042433624,-2.592218433,-2.592218433,-0.251477952,0.795779805,1.08276285,1.01858332,0,,60,1,1
61533,6/30/2009,PENINSULA BANK,PENINSULA BANK,1,FAILURE,637938,1.058497395,-3.202003091,-3.202003091,-2.824440642,-0.078686385,1.08276285,-1.928282436,1,1,36,0,1
1450620,6/30/2009,WASHINGTON FIRST INTERNATIONAL BANK,WASHINGTON FIRST INTERNATIONAL BANK,1,FAILURE,643749,1.065184398,-1.272283066,-1.272283066,-1.843124825,-0.54328079,1.08276285,-1.928282436,1,1,36,0,1
961624,6/30/2012,"DOLLAR BANK, A FEDERAL SAVINGS BANK",,0,,6556861,2.77676362,-0.038478089,-0.038478089,-0.63422935,-0.020865524,-0.585791248,-0.52182378,0,,16,1,1
1407530,9/30/2011,FIRST CHEROKEE STATE BANK,FIRST CHEROKEE STATE BANK,1,FAILURE,244259,0.35054134,-2.25455562,-2.25455562,-0.84185468,-0.205351513,0.155788351,-1.057617554,1,1,45,0,1
473501,6/30/2012,BERKSHIRE BANK,,0,,4479401,2.495780358,0.007093136,0.007093136,-0.396477587,1.130781719,-0.585791248,-0.52182378,0,,60,1,1
938840,6/30/2009,"AMCORE BANK, NATIONAL ASSOCIATION","AMCORE BANK, NATIONAL ASSOCIATION",1,FAILURE,4875326,2.558240213,-0.556871537,-0.556871537,-1.650317508,-1.277941507,1.08276285,-1.928282436,1,1,36,0,1
58971,6/30/2007,WASHINGTON TRUST BANK,,0,,3552080,2.324725569,0.300942119,0.300942119,0.452241389,-0.017490134,-1.976252995,0.482789546,0,,60,1,1
859712,3/31/2014,RIDGEWOOD SAVINGS BANK,,0,,5156227,2.59955051,-0.140333995,-0.140333995,-1.292560088,-0.162441959,0.341183251,1.487402872,0,,60,1,1
423355,3/31/2002,"UNION PLANTERS BANK, NATIONAL ASSOCIATION",,0,,31173930,3.926492188,0.332745465,0.332745465,0.419818437,-0.657488647,1.268157749,-0.119978449,0,,16,1,1
1176881,3/31/2015,"BEAL BANK, SSB",,0,,2069034,1.926172282,1.398060979,1.398060979,1.754026074,-0.324303617,0.433880701,0.348841103,0,,52,1,1
1908082,3/31/2009,BANK OF NORTH CAROLINA,,0,,1588881,1.731448566,-0.126933053,-0.126933053,-0.922308305,-0.085954209,1.08276285,-1.928282436,0,,60,1,1
558257,9/30/2008,BANK OF WYOMING,BANK OF WYOMING,1,FAILURE,116745,-0.193867921,-0.394935287,-0.394935287,-0.164727859,-0.047849414,0.248485801,-2.86592154,1,1,33,0,1
3369940,12/31/2009,FIRST SOUTHERN BANK,FIRST SOUTHERN BANK,1,FAILURE,128108,-0.125372854,-0.537960479,-0.537960479,-0.355259565,0.618735659,1.08276285,1.01858332,1,1,20,0,1
2522681,9/30/2008,TEMECULA VALLEY BANK,TEMECULA VALLEY BANK,1,FAILURE,1510995,1.694383383,-0.572973461,-0.572973461,-0.176152421,0.192417605,0.248485801,-2.86592154,1,1,33,0,1
137915,9/30/2013,EMIGRANT BANK,,0,,6646215,2.786745334,-0.035992777,-0.035992777,0.025032657,-1.175133835,0.341183251,1.42042865,0,,60,1,1
517900,9/30/2013,"FIRST NIAGARA BANK, NATIONAL ASSOCIATION",,0,,37314587,4.059086394,0.082886355,0.082886355,-0.427089473,-0.14679517,0.341183251,1.42042865,0,,30,1,1
2769383,3/31/2008,BANK OF CLARK COUNTY,BANK OF CLARK COUNTY,1,FAILURE,427533,0.763364797,-0.16162509,-0.16162509,0.276508306,0.491311828,0.155788351,-0.253926893,1,1,31,0,1
3311181,12/31/2008,AMERICAN UNITED BANK,AMERICAN UNITED BANK,1,FAILURE,118737,-0.181391166,-2.471197028,-2.471197028,-2.148022762,-0.166654811,1.08276285,-1.928282436,1,1,18,0,1
3640283,3/31/2015,GRANDPOINT BANK,,0,,2789782,2.146581052,0.107164222,0.107164222,-0.021345915,-0.039902686,0.433880701,0.348841103,0,,33,1,1
871769,6/30/2012,FARMERS AND MERCHANTS BANK OF LONG BEACH,,0,,4779863,2.543657172,0.242364694,0.242364694,-0.15331855,-0.19135193,-0.585791248,-0.52182378,0,,60,1,1
853952,9/30/2012,"CENTRAL TRUST BANK, THE",,0,,2225549,1.979948097,0.152010901,0.152010901,-1.205846134,-0.409498,-0.771186147,0.080944216,0,,60,1,1
197478,9/30/2010,EAST WEST BANK,,0,,20393597,3.613549136,0.071817073,0.071817073,0.031477033,0.088015199,0.341183251,0.214892659,0,,60,1,1
2735146,6/30/2015,EVERBANK,,0,,24117414,3.737228382,-0.009493507,-0.009493507,-0.656542193,0.186413874,0.433880701,0.348841103,0,,16,1,1
942874,3/31/2009,EVERGREENBANK,EVERGREEN BANK,1,FAILURE,488446,0.861590591,-0.181923308,-0.181923308,-0.595134669,0.49309898,1.08276285,-1.928282436,1,1,35,0,1
601050,3/31/2002,"COMMERCE BANK, NATIONAL ASSOCIATION",,0,,10292529,3.109282239,0.318304792,0.318304792,0.233531611,-0.959008042,1.268157749,-0.119978449,0,,60,1,1
633837,6/30/2010,HERITAGE BANKING GROUP,HERITAGE BANKING GROUP,1,FAILURE,238552,0.333106796,-0.272715887,-0.272715887,-0.519962072,-1.107318032,1.08276285,1.01858332,1,1,40,0,1
2508126,12/31/2007,FIRST GEORGIA COMMUNITY BANK,FIRST GEORGIA COMMUNITY BANK,1,FAILURE,285249,0.464943655,-7.05599423,-7.05599423,-1.183106602,-1.160449287,0.155788351,-0.253926893,1,1,30,0,1
270335,3/31/2010,HABERSHAM BANK,HABERSHAM BANK,1,FAILURE,436189,0.778146261,-1.111188175,-1.111188175,-1.154895045,-0.788565416,1.08276285,1.01858332,1,1,39,0,1
2068134,6/30/2008,GREAT BASIN BANK OF NEVADA,GREAT BASIN BANK OF NEVADA,1,FAILURE,281916,0.456276221,0.021203938,0.021203938,0.448064318,0.574238472,0.155788351,-0.253926893,1,1,32,0,1
152235,6/30/2010,BARTOW COUNTY BANK,BARTOW COUNTY BANK,1,FAILURE,379911,0.676276621,-1.384858856,-1.384858856,-1.49705564,-1.266741329,1.08276285,1.01858332,1,1,40,0,1
2867056,6/30/2012,"BANK OF AMERICA OREGON, NATIONAL ASSOCIATION",,1,,13940581,3.333012584,0.389658697,0.389658697,-0.443044121,3.016741226,-0.585791248,-0.52182378,0,,48,0,1
872159,12/31/2002,"BANK ONE, OKLAHOMA, NATIONAL ASSOCIATION",,0,,3307557,2.27212841,-0.122443296,-0.122443296,-1.662568714,2.227055197,-0.493093798,-0.186952671,0,,8,1,1
836151,9/30/2011,GLASGOW SAVINGS BANK,GLASGOW SAVINGS BANK,1,FAILURE,25561,-1.313991117,-2.776138125,-2.776138125,0.551613043,-1.765469271,0.155788351,-1.057617554,1,1,45,0,1
93721,6/30/2013,"FIRST CITIZENS BANK AND TRUST COMPANY, INC.",,0,,8223389,2.943773113,0.016616085,0.016616085,-0.918463903,-0.386797049,-0.400396348,-0.387875336,0,,55,1,1
152048,9/30/2008,"FIRST STATE BANK OF WINCHESTER, ILLINOIS, THE",THE FIRST STATE BANK OF WINCHESTER,1,FAILURE,33937,-1.104971088,0.726821664,0.726821664,0.521522904,-1.160320801,0.248485801,-2.86592154,1,1,33,0,1
669443,12/31/2011,CITIZENS FIRST NATIONAL BANK,CITIZENS FIRST NATIONAL BANK,1,FAILURE,1014075,1.400296566,-5.25468567,-5.25468567,-0.177639477,-0.908884123,-0.585791248,-0.52182378,1,1,46,0,1
42420,3/31/2010,FIRST COMMONWEALTH BANK,,0,,6281391,2.745112088,-0.513247873,-0.513247873,-0.143853313,-0.433165742,1.08276285,1.01858332,0,,60,1,1
919308,6/30/2002,HUDSON UNITED BANK,,0,,7469699,2.872884212,0.286343925,0.286343925,1.020863592,0.843540389,1.268157749,-0.119978449,0,,19,1,1
2802945,9/30/2011,FIRST COMMERCIAL BANK,FIRST COMMERCIAL BANK,1,FAILURE,238639,0.333375693,-1.860999109,-1.860999109,-0.546968039,-0.661115119,0.155788351,-1.057617554,1,1,45,0,1
2796295,6/30/2008,STRATEGIC CAPITAL BANK,STRATEGIC CAPITAL BANK,1,FAILURE,672889,1.097832185,-0.157971673,-0.157971673,-0.428157089,0.474844652,0.155788351,-0.253926893,1,1,32,0,1
91969,12/31/2008,SAN JOAQUIN BANK,SAN JOAQUIN BANK,1,FAILURE,934846,1.340305165,-0.010269454,-0.010269454,-0.047418955,0.436502689,1.08276285,-1.928282436,1,1,34,0,1
370271,3/31/2013,E*TRADE BANK,,0,,43514507,4.17243911,-0.072820284,-0.072820284,-1.161761531,-0.856006093,-0.400396348,-0.387875336,0,,16,1,1
2980209,3/31/2008,BARCLAYS BANK DELAWARE,,0,,7125125,2.838056576,0.355513742,0.355513742,5.845987651,-0.830118945,0.155788351,-0.253926893,0,,57,1,1
3564286,3/31/2013,VANTAGE POINT BANK,VANTAGE POINT BANK,1,FAILURE,80621,-0.46689434,-0.868529468,-0.868529468,-0.78816505,-0.214868068,-0.400396348,-0.387875336,1,1,23,0,1
730754,6/30/2009,ACCESS BANK,ACCESS BANK,1,FAILURE,37462,-1.032095869,-4.236771703,-4.236771703,-0.114026882,-0.500847454,1.08276285,-1.928282436,1,1,36,0,1
921833,6/30/2013,VALLEY BANK,VALLEY BANK,1,FAILURE,94351,-0.350921736,-1.748159787,-1.748159787,-1.16571637,-1.327294053,-0.400396348,-0.387875336,1,1,52,0,1
1219591,9/30/2008,FIRST STATE BANK,FIRST STATE BANK,1,FAILURE,477819,0.845369069,-1.287958693,-1.287958693,-0.798859144,-0.04510236,0.248485801,-2.86592154,1,1,33,0,1
3150447,9/30/2012,CHARLES SCHWAB BANK,,0,,75341000,4.577244886,0.024617917,0.024617917,-1.62288293,0.314464548,-0.771186147,0.080944216,0,,34,1,1
3394278,6/30/2011,SALLIE MAE BANK,,0,,6524497,2.773114653,0.920254755,0.920254755,1.555864296,-1.86613814,0.89736795,0.348841103,0,,41,1,1
983448,9/30/2009,M&I MARSHALL & ILSLEY BANK,,0,,51571329,4.297710005,-0.884882678,-0.884882678,-0.810788652,-0.561344832,1.175460299,-0.722746445,0,,41,1,1
4041421,9/30/2011,"FLORIDA COMMUNITY BANK, NATIONAL ASSOCIATION",,0,,3494665,2.312708292,-0.590016096,-0.590016096,-0.833077228,1.11841715,0.155788351,-1.057617554,0,,24,1,1
744144,6/30/2009,PEOTONE BANK AND TRUST COMPANY,PEOTONE BANK AND TRUST COMPANY,1,FAILURE,152470,0.003012047,-1.478987331,-1.478987331,-0.845083136,-0.065924002,1.08276285,-1.928282436,1,1,36,0,1
284819,12/31/2002,"HARLEYSVILLE NATIONAL BANK AND TRUST COMPANY, THE",,0,,1786309,1.817819223,0.204951312,0.204951312,-0.524054777,-0.137947137,0.433880701,0.951609098,0,,36,1,1
978051,3/31/2009,"MARSHALL BANK, NATIONAL ASSOCIATION","MARSHALL BANK, NATIONAL ASSOCIATION",1,FAILURE,65828,-0.616384686,-1.457946107,-1.457946107,-0.84437698,-1.016497322,1.08276285,-1.928282436,1,1,35,0,1
633501,3/31/2010,ROCKVILLE BANK,,0,,1560496,1.718155178,0.003191857,0.003191857,-0.202780872,-0.298022718,1.08276285,1.01858332,0,,60,1,1
2397713,3/31/2010,VALLEY COMMUNITY BANK,VALLEY COMMUNITY BANK,1,FAILURE,154101,0.01085874,-1.059200599,-1.059200599,-1.184732271,-0.24644844,1.08276285,1.01858332,1,1,39,0,1
708137,9/30/2008,SECURITY BANK OF HOUSTON COUNTY,SECURITY BANK OF HOUSTON COUNTY,1,FAILURE,351787,0.619558886,-0.157644197,-0.157644197,-0.732739379,0.194754244,0.248485801,-2.86592154,1,1,33,0,1
418342,12/31/2008,BENCHMARK BANK,BENCHMARK BANK,1,FAILURE,216318,0.260956819,-4.995461377,-4.995461377,-0.8693229,-0.457502361,1.08276285,-1.928282436,1,1,34,0,1
991340,6/30/2013,1ST SOURCE BANK,,0,,4627064,2.519698067,0.186162274,0.186162274,-0.147545635,-2.63E-05,-0.400396348,-0.387875336,0,,60,1,1
3048067,3/31/2009,PREMIER AMERICAN BANK,PREMIER AMERICAN BANK,1,FAILURE,381073,0.678528736,-1.407488041,-1.407488041,-1.695198232,-0.033782234,1.08276285,-1.928282436,1,1,32,0,1
1363270,6/30/2003,"FIRST AMERICAN BANK, SSB",,0,,3267212,2.263077873,0.136327735,0.136327735,0.172944958,-0.016701995,0.433880701,0.951609098,0,,22,1,1
256722,6/30/2002,ALLFIRST BANK,,0,,16247837,3.445956502,-0.009850822,-0.009850822,-0.344902246,-0.636940185,1.268157749,-0.119978449,0,,8,1,1
215130,12/31/2013,"NATIONAL REPUBLIC BANK OF CHICAGO, THE",THE NATIONAL REPUBLIC BANK OF CHICAGO,1,FAILURE,1035257,1.415541648,-7.45541315,-7.45541315,-2.299021209,-1.201524155,0.341183251,1.487402872,1,1,54,0,1
23241,9/30/2010,INTEGRA BANK NATIONAL ASSOCIATION,INTEGRA BANK NATIONAL ASSOCIATION,1,FAILURE,2621019,2.100564273,-1.134446755,-1.134446755,-1.439117668,-1.86881581,0.341183251,0.214892659,1,1,41,0,1
156877,6/30/2009,"BUTLER BANK, A CO-OPERATIVE BANK",BUTLER BANK,1,FAILURE,293071,0.484893326,-2.753867024,-2.753867024,-1.505128213,-1.206487165,1.08276285,-1.928282436,1,1,36,0,1
3293746,12/31/2011,HOMETOWN COMMUNITY BANK,HOMETOWN COMMUNITYBANK,1,FAILURE,136203,-0.08018756,-0.720065822,-0.720065822,-1.950897824,-0.506856455,-0.585791248,-0.52182378,1,1,28,0,1
2992547,12/31/2014,"JOHN DEERE FINANCIAL, F.S.B.",,0,,1814874,1.829518467,1.305025243,1.305025243,4.282407732,-5.259920104,0.433880701,0.348841103,0,,16,1,1
770433,9/30/2010,HIGH TRUST BANK,HIGH TRUST BANK,1,FAILURE,199315,0.200587313,-1.27562687,-1.27562687,-1.531980291,-0.584775428,0.341183251,0.214892659,1,1,41,0,1
509950,12/31/2013,FIRST UNITED BANK AND TRUST COMPANY,,0,,2378157,2.028857068,0.19758963,0.19758963,-0.282203189,0.222697013,0.341183251,1.487402872,0,,60,1,1
651411,3/31/2002,"BANK ONE, NATIONAL ASSOCIATION",,0,,45618000,4.207252414,0.132807637,0.132807637,1.121085787,0.299109729,1.268157749,-0.119978449,0,,14,1,1
702117,3/31/2011,"NBT BANK, NATIONAL ASSOCIATION",,0,,5440789,2.639165303,0.105430822,0.105430822,0.038300316,0.101665422,0.89736795,0.348841103,0,,60,1,1
881478,3/31/2011,HERITAGE BANK,,0,,1174315,1.508485749,-0.180700994,-0.180700994,0.868869167,-0.538052932,0.89736795,0.348841103,0,,60,1,1
316738,3/31/2003,GUARANTY NATIONAL BANK OF TALLAHASSEE,GUARANTY NATIONAL BANK,1,FAILURE,86900,-0.411586795,-1.445388527,-1.445388527,-0.859494033,-1.960716227,0.433880701,0.951609098,1,1,11,0,1
2912367,6/30/2009,1ST PACIFIC BANK OF CALIFORNIA,1ST PACIFIC BANK OF CALIFORNIA,1,FAILURE,419407,0.74921347,-0.562946771,-0.562946771,0.039278218,-1.147791653,1.08276285,-1.928282436,1,1,36,0,1
2916365,6/30/2008,SOUTHERN COMMUNITY BANK,SOUTHERN COMMUNITY BANK,1,FAILURE,378117,0.672786041,-0.687811858,-0.687811858,-1.767575052,0.007808802,0.155788351,-0.253926893,1,1,32,0,1
324902,6/30/2002,MERRILL LYNCH BANK & TRUST COMPANY,,0,,14517429,3.362912916,0.65435169,0.65435169,-1.766699792,-0.693290465,1.268157749,-0.119978449,0,,21,1,1
317342,6/30/2015,STOCK YARDS BANK & TRUST COMPANY,,0,,2479934,2.059760535,0.280887547,0.280887547,-0.093260034,-0.369991057,0.433880701,0.348841103,0,,60,1,1
814430,9/30/2007,CITY NATIONAL BANK OF FLORIDA,,0,,2676966,2.116139769,0.415709307,0.415709307,0.34588287,-0.372980262,-1.698160646,0.214892659,0,,60,1,1
316840,6/30/2015,REPUBLIC BANK & TRUST COMPANY,,0,,4063592,2.423936973,0.033894034,0.033894034,-0.42113996,0.134701269,0.433880701,0.348841103,0,,60,1,1
2722922,6/30/2009,LAKESIDE COMMUNITY BANK,LAKESIDE COMMUNITY BANK,1,FAILURE,68390,-0.58822805,-1.495863353,-1.495863353,-1.044134053,0.169608531,1.08276285,-1.928282436,1,1,36,0,1
2804284,6/30/2009,SATILLA COMMUNITY BANK,SATILLA COMMUNITY BANK,1,FAILURE,184664,0.144284468,-0.678789461,-0.678789461,-1.829374296,1.716091396,1.08276285,-1.928282436,1,1,33,0,1
391249,3/31/2008,CORN BELT BANK AND TRUST COMPANY,CORN BELT BANK AND TRUST COMPANY,1,FAILURE,338733,0.591673366,-0.192397553,-0.192397553,-0.91541186,-0.154793792,0.155788351,-0.253926893,1,1,31,0,1
4160667,6/30/2011,"CAPITAL BANK, NATIONAL ASSOCIATION",,0,,4509685,2.500749244,-0.123895465,-0.123895465,1.591452437,9.147865243,0.89736795,0.348841103,0,,22,1,1
1396652,3/31/2002,CITRUS BANK,,0,,804795,1.229840158,-0.163683436,-0.163683436,-0.113591275,0.552687722,1.268157749,-0.119978449,0,,25,1,1
143662,9/30/2011,UMPQUA BANK,,0,,11763148,3.207770458,0.020565579,0.020565579,0.083671449,0.107983283,0.155788351,-1.057617554,0,,60,1,1
200378,6/30/2012,PACIFIC TRUST BANK,,0,,1102442,1.461910727,-0.288967754,-0.288967754,-0.329409557,0.17254338,-0.585791248,-0.52182378,0,,16,1,1
2975625,12/31/2009,EARTHSTAR BANK,EARTHSTAR BANK,1,FAILURE,116879,-0.193021966,-4.945227711,-4.945227711,-0.409254548,-0.984656949,1.08276285,1.01858332,1,1,38,0,1
3284397,12/31/2010,BEAL BANK NEVADA,,0,,6225232,2.738489285,4.270391931,4.270391931,8.532533628,0.725084749,0.89736795,0.348841103,0,,46,1,1
572374,9/30/2014,GREAT SOUTHERN BANK,,0,,3907806,2.395109346,0.177569939,0.177569939,0.75743341,-0.245419952,0.155788351,0.482789546,0,,60,1,1
104430,9/30/2011,JASPER BANKING COMPANY,JASPER BANKING COMPANY,1,FAILURE,211411,0.244035818,-1.469643665,-1.469643665,-1.17253801,-0.650145037,0.155788351,-1.057617554,1,1,45,0,1
1224812,12/31/2008,"WACHOVIA BANK OF DELAWARE, NATIONAL ASSOCIATION",,0,,5413553,2.635464462,0.144187025,0.144187025,-6.19435123,0.884414533,1.08276285,-1.928282436,0,,35,1,1
1001639,9/30/2008,PARKWAY BANK AND TRUST COMPANY,,0,,2477533,2.059046216,-0.08330129,-0.08330129,-0.888641392,-0.07182138,0.248485801,-2.86592154,0,,60,1,1
509811,9/30/2008,"COMMUNITY TRUST BANK, INC.",,0,,2897684,2.174565867,-0.274489277,-0.274489277,0.129249601,-0.084226046,0.248485801,-2.86592154,0,,60,1,1
1463705,3/31/2008,1ST CENTENNIAL BANK,1ST CENTENNIAL BANK,1,FAILURE,715231,1.142834904,-0.51368768,-0.51368768,0.183943851,0.241976475,0.155788351,-0.253926893,1,1,31,0,1
339858,3/31/2014,"BOKF, NATIONAL ASSOCIATION",,0,,27159713,3.824837283,0.153920767,0.153920767,-1.011386929,-0.049631615,0.341183251,1.487402872,0,,60,1,1
1391170,9/30/2009,CRESCENT BANK AND TRUST COMPANY,CRESCENT BANK AND TRUST COMPANY,1,FAILURE,1028761,1.410899771,-1.517433241,-1.517433241,-1.991905134,-0.304913726,1.175460299,-0.722746445,1,1,37,0,1
595270,3/31/2013,MIDFIRST BANK,,0,,10410563,3.117691083,0.76578556,0.76578556,-0.251755988,0.442349906,-0.400396348,-0.387875336,0,,16,1,1
976703,3/31/2015,"BESSEMER TRUST COMPANY, N.A.",,0,,1724955,1.792045138,0.445470383,0.445470383,-2.533060436,-5.356814492,0.433880701,0.348841103,0,,60,1,1
2443535,6/30/2010,COMMUNITY CENTRAL BANK,COMMUNITY CENTRAL BANK,1,FAILURE,542822,0.939429784,-1.424306198,-1.424306198,-1.03306201,-0.576413316,1.08276285,1.01858332,1,1,40,0,1
660842,3/31/2002,"WELLS FARGO BANK IOWA, NATIONAL ASSOCIATION",,0,,7629435,2.888487878,0.270734683,0.270734683,0.011694961,-1.723635749,1.268157749,-0.119978449,0,,11,1,1
997472,3/31/2003,WASHINGTON MUTUAL BANK,,0,,28374000,3.85709202,0.501066327,0.501066327,0.063794736,0.51524337,0.433880701,0.951609098,0,,14,1,1
677176,9/30/2013,TRUSTCO BANK,,0,,4462663,2.493019615,0.069715534,0.069715534,-0.472117985,-0.161584045,0.341183251,1.42042865,0,,16,1,1
982731,9/30/2011,MONTGOMERY BANK & TRUST,MONTGOMERY BANK & TRUST,1,FAILURE,188095,0.157860239,-1.493357834,-1.493357834,-1.011674486,-1.713634654,0.155788351,-1.057617554,1,1,45,0,1
8417,12/31/2002,"BANK ONE TRUST COMPANY, NATIONAL ASSOCIATION",,0,,1988092,1.896743471,1.145412371,1.145412371,-2.400749214,0.142043695,0.433880701,0.951609098,0,,22,1,1
151331,3/31/2011,"FIRST STATE BANK, THE",THE FIRST STATE BANK,1,FAILURE,574739,0.981563387,-0.496928769,-0.496928769,-1.667654442,0.022398705,0.89736795,0.348841103,1,1,43,0,1
3233407,6/30/2010,CORTEZ COMMUNITY BANK,CORTEZ COMMUNITY  BANK,1,FAILURE,80606,-0.467031559,-4.170462302,-4.170462302,-1.503812008,-0.552824469,1.08276285,1.01858332,1,1,28,0,1
3441426,12/31/2008,ROCKBRIDGE COMMERCIAL BANK,ROCKBRIDGE COMMERCIAL BANK,1,FAILURE,262970,0.404972763,-1.890419224,-1.890419224,-1.707077638,0.534941793,1.08276285,-1.928282436,1,1,11,0,1
419406,6/30/2012,BANGOR SAVINGS BANK,,0,,2650893,2.108922026,-0.044436061,-0.044436061,-0.474797267,0.093297668,-0.585791248,-0.52182378,0,,60,1,1
229913,12/31/2009,MIZUHO CORPORATE BANK (USA),,0,,3471714,2.307849193,-0.578201261,-0.578201261,-2.100370326,1.59006603,1.08276285,1.01858332,0,,60,1,1
476810,6/30/2015,"CITIBANK, N.A.",,1,,1336201000,6.697813302,0.127196727,0.127196727,-0.561010849,-0.215821047,0.433880701,0.348841103,0,,60,0,1
922728,12/31/2002,RIGGS BANK NATIONAL ASSOCIATION,,0,,6586547,2.780094846,-0.084807023,-0.084807023,-0.270837798,0.649623347,0.433880701,0.951609098,0,,16,1,1
3119378,6/30/2009,"GRANITE COMMUNITY BANK, NATIONAL ASSOCIATION","GRANITE COMMUNITY BANK, NATIONAL ASSOCIATION",1,FAILURE,137284,-0.074357797,-0.752129538,-0.752129538,-0.458804974,-0.213606496,1.08276285,-1.928282436,1,1,31,0,1
282329,6/30/2015,YADKIN BANK,,0,,4321791,2.469365495,0.118735781,0.118735781,0.096298516,-0.043975736,0.433880701,0.348841103,0,,60,1,1
402172,6/30/2008,FIRST BANK OF BEVERLY HILLS,FIRST BANK OF BEVERLY HILLS,1,FAILURE,1332288,1.601560727,-0.185205489,-0.185205489,-1.001239532,-0.961471431,0.155788351,-0.253926893,1,1,14,0,1
2253891,12/31/2011,"CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION",,0,,71108281,4.534605316,0.574237962,0.574237962,6.309277925,0.176354752,-0.585791248,-0.52182378,0,,60,1,1
716413,3/31/2002,SCOTIABANK DE PUERTO RICO,,0,,1390866,1.633292109,-0.276774007,-0.276774007,0.775905512,0.048634076,1.268157749,-0.119978449,0,,60,1,1
2846453,3/31/2009,TOWN COMMUNITY BANK AND TRUST,TOWN COMMUNITY BANK AND TRUST,1,FAILURE,80480,-0.468185205,-0.50375834,-0.50375834,-1.358886112,-0.327741954,1.08276285,-1.928282436,1,1,35,0,1
456474,6/30/2009,CITY BANK,CITY BANK,1,FAILURE,1289818,1.577669985,-2.885918387,-2.885918387,-2.76633514,-1.009995575,1.08276285,-1.928282436,1,1,36,0,1
