IDRSSD,date,Financial Institution Name,Institution Name ,defaulter,Failure / Assistance ,total_assets,company ratio 1,company ratio 2,company ratio 3,company ratio 4,company ratio 5,MEV 1,MEV 2,default_within_1Y,Failure,num_records,non_defaulter,const
3557617,6/30/2010,FIRST CHOICE COMMUNITY BANK,FIRST CHOICE COMMUNITY BANK,1,FAILURE,340096,0.594634757,-8.019236611,-8.019236611,-0.956457701,-1.017293832,1.08276285,1.01858332,1,1,15,0,1
3234598,6/30/2009,PINEHURST BANK,PINEHURST BANK,1,FAILURE,64547,-0.63087669,-0.617324126,-0.617324126,-0.365119575,-0.57627298,1.08276285,-1.928282436,1,1,23,0,1
460855,3/31/2002,NATIONAL BANK OF COMMERCE,,0,,19987192,3.598704875,0.276025511,0.276025511,-0.024343896,0.286870048,1.268157749,-0.119978449,0,,16,1,1
3041974,12/31/2011,CITIZENS BANK OF PENNSYLVANIA,,0,,32316917,3.953046603,-0.100499412,-0.100499412,-1.258406608,-0.444958048,-0.585791248,-0.52182378,0,,57,1,1
127260,12/31/2008,SAN DIEGO NATIONAL BANK,SAN DIEGO NATIONAL BANK,1,FAILURE,3036766,2.209138276,-0.442038374,-0.442038374,0.249854501,-0.194277613,1.08276285,-1.928282436,1,1,34,0,1
2716547,12/31/2012,TIAA-CREF TRUST COMPANY FSB,,0,,2308229,2.006847834,-0.761449863,-0.761449863,-3.012124397,1.646061369,-0.400396348,-0.387875336,0,,16,1,1
270036,12/31/2008,ORION BANK,ORION BANK,1,FAILURE,2841164,2.160039697,-1.797375387,-1.797375387,-1.519465301,0.321580482,1.08276285,-1.928282436,1,1,34,0,1
1408069,9/30/2007,"FIFTH THIRD BANK, N.A.",,0,,1944402,1.880356771,-0.0893303,-0.0893303,-0.386310442,-0.104286235,-1.698160646,0.214892659,0,,33,1,1
3348888,6/30/2008,SERVISFIRST BANK,,0,,972523,1.369443031,0.001500437,0.001500437,-0.043213664,-0.058551649,0.155788351,-0.253926893,0,,43,1,1
3076190,9/30/2011,"ROYAL PALM BANK OF FLORIDA, THE",THE ROYAL PALM BANK OF FLORIDA,1,FAILURE,95978,-0.338313544,-1.340931182,-1.340931182,-0.861560592,-1.763500047,0.155788351,-1.057617554,1,1,42,0,1
3153626,9/30/2009,FIRST COMMERCE COMMUNITY BANK,FIRST COMMERCE COMMUNITY BANK,1,FAILURE,270614,0.426103139,-1.415114849,-1.415114849,-2.550032668,-0.473420709,1.175460299,-0.722746445,1,1,29,0,1
2847900,12/31/2009,SHORELINE BANK,SHORELINE BANK,1,FAILURE,119130,-0.178954375,-4.526665841,-4.526665841,-0.892712681,-1.095273397,1.08276285,1.01858332,1,1,38,0,1
3411018,12/31/2009,WESTERN COMMERCIAL BANK,WESTERN COMMERCIAL BANK,1,FAILURE,106047,-0.264743525,-4.128960546,-4.128960546,-0.604698742,-1.839459817,1.08276285,1.01858332,1,1,18,0,1
276579,3/31/2014,ZIONS FIRST NATIONAL BANK,,0,,18789115,3.553120481,0.093148905,0.093148905,-0.413402889,-0.085514851,0.341183251,1.487402872,0,,60,1,1
925710,12/31/2007,SUN NATIONAL BANK,,0,,3333953,2.27799024,-0.054123244,-0.054123244,-0.259268859,-0.060704195,0.155788351,-0.253926893,0,,60,1,1
3123106,3/31/2009,MCINTOSH COMMERCIAL BANK,MCINTOSH COMMERCIAL BANK,1,FAILURE,366373,0.649518373,-0.911801942,-0.911801942,-1.955283084,-0.327041812,1.08276285,-1.928282436,1,1,28,0,1
2874634,3/31/2011,TENNESSEE COMMERCE BANK,TENNESSEE COMMERCE BANK,1,FAILURE,1511693,1.694723965,-0.488966155,-0.488966155,-0.060732474,0.3420085,0.89736795,0.348841103,1,1,43,0,1
332907,3/31/2007,NORTH FORK BANK,,0,,54159013,4.333814227,0.038007398,0.038007398,-0.691618405,-1.091156047,-1.976252995,0.482789546,0,,25,1,1
878898,6/30/2012,"VIEWPOINT BANK, NATIONAL ASSOCIATION",,0,,3690723,2.352961621,0.010067269,0.010067269,-0.284253688,2.006085731,-0.585791248,-0.52182378,0,,17,1,1
129394,3/31/2009,RAINIER PACIFIC SAVINGS BANK,RAINIER PACIFIC BANK,1,FAILURE,857699,1.276790065,-1.056490466,-1.056490466,-0.838481451,-0.056910514,1.08276285,-1.928282436,1,1,35,0,1
795968,12/31/2011,BANK OF HAWAII,,0,,13868520,3.329190732,0.141557172,0.141557172,-0.53207121,0.273681661,-0.585791248,-0.52182378,0,,60,1,1
785259,12/31/2010,COMMUNITY BANKS OF COLORADO,COMMUNITY BANKS OF COLORADO,1,FAILURE,1575679,1.725295542,-2.843349488,-2.843349488,-1.020399685,-0.849680917,0.89736795,0.348841103,1,1,42,0,1
2489805,3/31/2015,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",,0,,29116000,3.876128883,-0.037004745,-0.037004745,-1.681316154,0.543769102,0.433880701,0.348841103,0,,22,1,1
593007,12/31/2002,CAMDEN NATIONAL BANK,,0,,829779,1.252385191,0.429855939,0.429855939,0.154717326,-0.035690135,0.433880701,0.951609098,0,,60,1,1
3451902,9/30/2010,PATRIOT BANK OF GEORGIA,PATRIOT BANK OF GEORGIA,1,FAILURE,166272,0.06691693,-2.283105728,-2.283105728,-2.014104064,-0.588270614,0.341183251,0.214892659,1,1,19,0,1
489623,3/31/2011,"PARK NATIONAL BANK, THE",,0,,6573541,2.778637224,0.377520802,0.377520802,0.085506423,-0.069252661,0.89736795,0.348841103,0,,60,1,1
20370,6/30/2010,FIRST HERITAGE BANK,FIRST HERITAGE BANK,1,FAILURE,211066,0.242831404,-1.999391698,-1.999391698,-0.585377566,-0.639431835,1.08276285,1.01858332,1,1,40,0,1
3298769,12/31/2009,TIFTON BANKING COMPANY,TIFTON BANKING COMPANY,1,FAILURE,191870,0.172513939,-1.822544139,-1.822544139,-1.2075807,0.423023003,1.08276285,1.01858332,1,1,23,0,1
807665,9/30/2008,"VINEYARD BANK, NATIONAL ASSOCIATION","VINEYARD BANK, NATIONAL ASSOCIATION",1,FAILURE,2088977,1.933246327,-1.957722258,-1.957722258,-0.817703919,-1.7084331,0.248485801,-2.86592154,1,1,33,0,1
2694430,12/31/2009,CHESTATEE STATE BANK,CHESTATEE STATE BANK,1,FAILURE,270266,0.425154201,-1.713815739,-1.713815739,-1.899093221,-1.184493264,1.08276285,1.01858332,1,1,38,0,1
2727990,3/31/2010,LEGACY BANK,LEGACY BANK,1,FAILURE,241054,0.340801046,0.10653553,0.10653553,0.025933238,0.664567264,1.08276285,1.01858332,1,1,39,0,1
522043,6/30/2011,FARMERS & TRADERS STATE BANK,FARMERS' AND TRADERS' STATE BANK,1,FAILURE,59944,-0.685434973,-0.717587752,-0.717587752,-1.313466629,0.996219302,0.89736795,0.348841103,1,1,44,0,1
618807,12/31/2009,SALEM FIVE CENTS SAVINGS BANK,,0,,2729342,2.130428866,-0.092444307,-0.092444307,-0.911617702,-0.251464216,1.08276285,1.01858332,0,,60,1,1
1225800,9/30/2008,MERRILL LYNCH BANK USA,MERRILL LYNCH BANK USA,1,,61643285,4.429269037,-0.834026007,-0.834026007,-0.426056795,0.51817586,0.248485801,-2.86592154,1,,33,0,1
3938186,12/31/2013,"BANKUNITED, NATIONAL ASSOCIATION",,0,,14874509,3.380832104,0.241025801,0.241025801,0.612231168,0.393827079,0.341183251,1.487402872,0,,17,1,1
156916,9/30/2007,YARDVILLE NATIONAL BANK,,0,,2580935,2.089199185,-0.092217923,-0.092217923,-0.371278989,-0.084295675,-1.698160646,0.214892659,0,,27,1,1
2333412,6/30/2007,"UNITED STATES TRUST COMPANY, NATIONAL ASSOCIATION",,0,,10672482,3.136014888,0.08079596,0.08079596,-1.444803361,0.043058657,-1.976252995,0.482789546,0,,27,1,1
2966306,3/31/2013,"AMERICAN EXPRESS BANK, FSB",,0,,41032306,4.12912552,1.311286494,1.311286494,1.16428891,0.745221208,-0.400396348,-0.387875336,0,,16,1,1
866279,6/30/2003,BANK OF EPHRAIM,BANK OF EPHRAIM,1,FAILURE,58912,-0.698241435,0.196294179,0.196294179,0.613908067,0.698810779,0.433880701,0.951609098,1,1,12,0,1
679125,6/30/2002,FIRST VIRGINIA BANK,,0,,4273971,2.461160293,0.553270369,0.553270369,0.880722556,0.205148336,1.268157749,-0.119978449,0,,10,1,1
682563,12/31/2007,"FROST NATIONAL BANK, THE",,0,,13632996,3.31655941,0.345541994,0.345541994,0.273904109,0.099853921,0.155788351,-0.253926893,0,,60,1,1
2885171,12/31/2014,"BANK OF GEORGIA, THE",THE BANK OF GEORGIA,1,FAILURE,309168,0.524324452,-0.897407467,-0.897407467,-0.593138346,-0.627459639,0.433880701,0.348841103,1,1,58,0,1
295552,12/31/2007,"FRANKLIN BANK, S.S.B.","FRANKLIN BANK, SSB",1,FAILURE,5702461,2.673805861,-2.164291807,-2.164291807,-1.46244227,-0.279984399,0.155788351,-0.253926893,1,1,30,0,1
3075278,6/30/2010,ATLANTIC SOUTHERN BANK,ATLANTIC SOUTHERN BANK,1,FAILURE,911771,1.321874239,-0.906835225,-0.906835225,-1.594000052,-0.634951702,1.08276285,1.01858332,1,1,37,0,1
2796017,9/30/2009,NORTH COUNTY BANK,NORTH COUNTY BANK,1,FAILURE,359195,0.634926899,-1.71077011,-1.71077011,-1.436375941,-0.216934936,1.175460299,-0.722746445,1,1,37,0,1
2121196,6/30/2007,"TD BANK USA, NATIONAL ASSOCIATION",,0,,16849322,3.472763091,-0.205881918,-0.205881918,0.211904399,0.085317689,-1.976252995,0.482789546,0,,60,1,1
2280552,3/31/2009,APPALACHIAN COMMUNITY BANK,APPALACHIAN COMMUNITY BANK,1,FAILURE,1142122,1.487986943,-0.462213414,-0.462213414,-1.181429148,0.228641082,1.08276285,-1.928282436,1,1,35,0,1
697633,6/30/2012,COMPASS BANK,,0,,65982103,4.479429485,0.037493969,0.037493969,-0.151953393,-0.100079588,-0.585791248,-0.52182378,0,,60,1,1
35301,12/31/2013,STATE STREET BANK AND TRUST COMPANY,,0,,239051106,5.428737924,0.05062341,0.05062341,-1.980195748,1.172506238,0.341183251,1.487402872,0,,60,1,1
2783660,9/30/2012,FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA,FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA,1,FAILURE,279726,0.450525181,-0.318655985,-0.318655985,-0.875703424,0.023377381,-0.771186147,0.080944216,1,1,49,0,1
1190074,3/31/2013,VIRGINIA COMMERCE BANK,,0,,2881198,2.170358288,0.10517957,0.10517957,0.06802837,0.041967502,-0.400396348,-0.387875336,0,,51,1,1
497404,3/31/2007,"TD BANKNORTH, NATIONAL ASSOCIATION",,0,,41239729,4.132843998,-0.005434315,-0.005434315,-0.371706201,0.288339106,-1.976252995,0.482789546,0,,60,1,1
2621306,3/31/2010,CITIZENS BANK OF EFFINGHAM,CITIZENS BANK OF EFFINGHAM,1,FAILURE,242264,0.344493482,-0.506647028,-0.506647028,-1.138326052,-0.323726144,1.08276285,1.01858332,1,1,39,0,1
437914,6/30/2015,"WILMINGTON SAVINGS FUND SOCIETY, FSB",,0,,5071239,2.587294215,0.08604082,0.08604082,-0.400896113,0.103282575,0.433880701,0.348841103,0,,16,1,1
876371,3/31/2013,FIRST PLACE BANK,,0,,2616347,2.099248595,0.056328914,0.056328914,-0.625518655,-0.093419448,-0.400396348,-0.387875336,0,,7,1,1
15536,12/31/2008,PARK NATIONAL BANK,PARK NATIONAL BANK,1,FAILURE,4891752,2.560720645,-0.172687929,-0.172687929,-0.01670752,0.283694929,1.08276285,-1.928282436,1,1,34,0,1
174648,6/30/2002,"FIRST NATIONAL BANK OF BLANCHARDVILLE, THE",THE FIRST NATIONAL BANK OF BLANCHARDVILLE,1,FAILURE,25738,-1.308902195,0.31622508,0.31622508,0.438157939,1.018408152,1.268157749,-0.119978449,1,1,8,0,1
297378,9/30/2013,"GREENCHOICE BANK, FSB","GREENCHOICE BANK, FSB",1,FAILURE,77442,-0.496561675,-1.802187874,-1.802187874,0.216368723,-0.871795842,0.341183251,1.42042865,1,1,9,0,1
564155,12/31/2010,SUN SECURITY BANK,SUN SECURITY BANK,1,FAILURE,380584,0.677581825,-0.182523367,-0.182523367,-0.640568983,-0.174114031,0.89736795,0.348841103,1,1,42,0,1
104663,6/30/2009,INNOVATIVE BANK,INNOVATIVE BANK,1,FAILURE,269417,0.422833982,-1.742508382,-1.742508382,-1.758149786,-1.049425644,1.08276285,-1.928282436,1,1,36,0,1
3223800,9/30/2008,COMMUNITY BANK OF ARIZONA,COMMUNITY BANK OF ARIZONA,1,FAILURE,144593,-0.036105692,-0.66666303,-0.66666303,-0.81061403,1.500750659,0.248485801,-2.86592154,1,1,22,0,1
49362,6/30/2002,"WELLS FARGO BANK ARIZONA, NATIONAL ASSOCIATION",,0,,11143785,3.167882314,0.027665639,0.027665639,0.008149158,-0.494134796,1.268157749,-0.119978449,0,,11,1,1
2950677,6/30/2012,CIT BANK,,0,,10024853,3.089849838,0.053333911,0.053333911,-1.245149177,0.317108635,-0.585791248,-0.52182378,0,,55,1,1
1221558,9/30/2008,SECURITY BANK OF BIBB COUNTY,SECURITY BANK OF BIBB COUNTY,1,FAILURE,1293756,1.57991808,-1.32075035,-1.32075035,-0.999187226,-0.85073535,0.248485801,-2.86592154,1,1,33,0,1
147839,3/31/2009,FIRST NATIONAL BANK OF GEORGIA,FIRST NATIONAL BANK OF GEORGIA,1,FAILURE,911571,1.321712461,-0.734618646,-0.734618646,-1.352659045,0.094173334,1.08276285,-1.928282436,1,1,35,0,1
3008306,12/31/2010,SUNFIRST BANK,SUNFIRST BANK,1,FAILURE,224704,0.289005123,-0.828859094,-0.828859094,-1.257370929,-0.234491314,0.89736795,0.348841103,1,1,42,0,1
121709,3/31/2002,PROVIDIAN NATIONAL BANK,,0,,16215649,3.444494127,-0.121239341,-0.121239341,4.525617038,-1.020837506,1.268157749,-0.119978449,0,,18,1,1
2193616,6/30/2015,"RAYMOND JAMES BANK, NATIONAL ASSOCIATION",,0,,13818408,3.326521249,0.270002469,0.270002469,-0.489575441,-0.168239144,0.433880701,0.348841103,0,,16,1,1
411464,9/30/2007,FIRST NATIONAL BANK OF NEVADA,FIRST NATIONAL BANK OF NEVADA,1,FAILURE,1433244,1.655425661,0.505053284,0.505053284,0.993755797,-0.108092106,-1.698160646,0.214892659,1,1,29,0,1
3448751,3/31/2011,COVENANT BANK & TRUST,CONVENANT BANK & TRUST,1,FAILURE,105857,-0.26606596,0.230099883,0.230099883,-0.157427869,-0.238604317,0.89736795,0.348841103,1,1,22,0,1
130943,9/30/2008,IRWIN UNION BANK AND TRUST COMPANY,IRWIN UNION BANK AND TRUST COMPANY,1,FAILURE,4565915,2.509887386,-3.348883318,-3.348883318,0.091753706,-2.207101124,0.248485801,-2.86592154,1,1,33,0,1
4114567,3/31/2014,FIRST REPUBLIC BANK,,0,,44345897,4.186395857,0.106845041,0.106845041,-0.591897754,0.416448912,0.341183251,1.487402872,0,,22,1,1
2481210,6/30/2009,SOUTHWEST COMMUNITY BANK,SOUTHWEST COMMUNITY BANK,1,FAILURE,130356,-0.112544621,-1.395966395,-1.395966395,-1.723755772,-0.145180694,1.08276285,-1.928282436,1,1,36,0,1
656377,6/30/2012,WASHINGTON FEDERAL,,0,,13468724,3.30761953,0.111723417,0.111723417,-0.5926087,-0.311080555,-0.585791248,-0.52182378,0,,17,1,1
2302379,12/31/2009,PREMIER BANK,PREMIER BANK,1,FAILURE,1256121,1.558147807,-3.597230362,-3.597230362,-1.539635814,-1.443629473,1.08276285,1.01858332,1,1,38,0,1
897273,6/30/2002,"CHARTER ONE BANK, NATIONAL ASSOCIATION",,0,,39532941,4.101673808,0.254303713,0.254303713,-0.626906785,-0.074259977,1.268157749,-0.119978449,0,,20,1,1
3390702,9/30/2010,VIRGINIA BUSINESS BANK,VIRGINIA BUSINESS BANK,1,FAILURE,128987,-0.12033023,-3.514799829,-3.514799829,-0.604487236,-2.10120167,0.341183251,0.214892659,1,1,20,0,1
337733,6/30/2009,"BANK OF BONIFAY, THE",THE BANK OF BONIFAY,1,FAILURE,250053,0.367829823,-1.391058973,-1.391058973,-2.037570802,0.460956241,1.08276285,-1.928282436,1,1,36,0,1
2267991,3/31/2002,"FLEET BANK (RI), NATIONAL ASSOCIATION",,0,,6876214,2.811833723,0.488954071,0.488954071,1.154243621,-0.058334015,1.268157749,-0.119978449,0,,15,1,1
2616076,3/31/2008,RIVERSIDE BANK OF THE GULF COAST,RIVERSIDE BANK OF THE GULF COAST,1,FAILURE,535046,0.928789386,-2.37363997,-2.37363997,-1.039752752,-0.680182443,0.155788351,-0.253926893,1,1,31,0,1
527954,9/30/2014,FIRST NATIONAL BANK OF OMAHA,,0,,16998798,3.479276365,0.229369516,0.229369516,1.327297858,0.20637836,0.155788351,0.482789546,0,,60,1,1
3465383,6/30/2012,1ST COMMERCE BANK,1ST COMMERCE BANK,1,FAILURE,23225,-1.384666719,-1.046577444,-1.046577444,-0.463186386,-1.750432715,-0.585791248,-0.52182378,1,1,25,0,1
2803223,9/30/2010,FIRST PEOPLES BANK,FIRST PEOPLES BANK,1,FAILURE,240635,0.339518104,-1.063985373,-1.063985373,-0.265935686,-1.255306166,0.341183251,0.214892659,1,1,41,0,1
379920,3/31/2013,FIRST NATIONAL BANK OF PENNSYLVANIA,,0,,11809942,3.210698208,0.062383415,0.062383415,-0.566158361,-0.253609563,-0.400396348,-0.387875336,0,,60,1,1
169073,12/31/2011,NOVA BANK,NOVA BANK,1,FAILURE,528130,0.919195035,-1.471102451,-1.471102451,-0.939874625,-0.589607096,-0.585791248,-0.52182378,1,1,46,0,1
212577,3/31/2014,HOMETRUST BANK,,0,,1604268,1.738555753,-0.037803523,-0.037803523,-0.362071727,-0.16616296,0.341183251,1.487402872,0,,16,1,1
3224580,9/30/2013,COMENITY CAPITAL BANK,,0,,1449745,1.663867395,2.202587782,2.202587782,11.33402508,1.662832885,0.341183251,1.42042865,0,,46,1,1
2962652,3/31/2002,"BANK OF AMERICA GEORGIA, NATIONAL ASSOCIATION",,0,,7036196,2.828794571,0.8487889,0.8487889,0.713555221,2.734084564,1.268157749,-0.119978449,0,,18,1,1
1009420,3/31/2002,FIRST NATIONAL BANK,,0,,592264,1.003713622,0.261231235,0.261231235,0.551104647,-0.14092197,1.268157749,-0.119978449,0,,52,1,1
693345,9/30/2013,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",,0,,2927384,2.182085885,0.109225387,0.109225387,-0.148383389,0.020800027,0.341183251,1.42042865,0,,60,1,1
17147,6/30/2014,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",,0,,5593341,2.659557646,0.164462855,0.164462855,-0.176844889,0.148577023,0.341183251,1.487402872,0,,60,1,1
361167,9/30/2011,SOUTHSIDE BANK,,0,,3207192,2.249404733,0.160739034,0.160739034,-0.439199555,0.151306086,0.155788351,-1.057617554,0,,60,1,1
2738857,9/30/2009,HORIZON BANK,HORIZON BANK,1,FAILURE,207827,0.231426906,-0.149819411,-0.149819411,-0.543376186,-0.129872721,1.175460299,-0.722746445,1,1,37,0,1
739560,3/31/2012,FREMONT BANK,,0,,2369707,2.026232133,0.92346897,0.92346897,0.141468685,-0.20905486,-0.585791248,-0.52182378,0,,60,1,1
1004265,6/30/2011,PALM DESERT NATIONAL BANK,PALM DESERT NATIONAL BANK,1,FAILURE,144119,-0.038527131,1.161315523,1.161315523,-0.553183742,-7.992571101,0.89736795,0.348841103,1,1,44,0,1
3128914,12/31/2010,PIEDMONT COMMUNITY BANK,PIEDMONT COMMUNITY BANK,1,FAILURE,219265,0.270935554,-0.882385851,-0.882385851,-1.534794356,-0.338745742,0.89736795,0.348841103,1,1,36,0,1
239640,9/30/2010,BANK OF SHOREWOOD,BANK OF SHOREWOOD,1,FAILURE,119758,-0.175077105,-0.384526353,-0.384526353,-0.268332821,-0.977100915,0.341183251,0.214892659,1,1,41,0,1
3317932,9/30/2010,NORTH JERSEY COMMUNITY BANK,,0,,575489,0.982525081,0.021357244,0.021357244,0.37071688,-0.004050398,0.341183251,0.214892659,0,,44,1,1
3536407,3/31/2015,USAMERIBANK,,0,,3260647,2.261594591,0.074589816,0.074589816,-0.331139813,0.496396185,0.433880701,0.348841103,0,,36,1,1
3219335,6/30/2010,FIRST GEORGIA BANKING COMPANY,FIRST GEORGIA BANKING COMPANY,1,FAILURE,801670,1.226971103,-1.066762045,-1.066762045,-0.732818447,-0.674160079,1.08276285,1.01858332,1,1,29,0,1
1225761,3/31/2002,WELLS FARGO FINANCIAL NATIONAL BANK,,0,,400510,0.715214987,0.502103291,0.502103291,6.065598876,0.902787288,1.268157749,-0.119978449,0,,60,1,1
3384840,12/31/2009,WESTBRIDGE BANK & TRUST COMPANY,WESTBRIDGE BANK AND TRUST COMPANY,1,FAILURE,102567,-0.289349225,-1.957641817,-1.957641817,-0.850354005,-1.281566833,1.08276285,1.01858332,1,1,18,0,1
1001273,3/31/2003,KEYSTONE SAVINGS BANK,,0,,1040181,1.419040848,0.143609717,0.143609717,-0.172220302,0.059656783,0.433880701,0.951609098,0,,27,1,1
974866,3/31/2009,FIRST REGIONAL BANK,FIRST REGIONAL BANK,1,FAILURE,2476570,2.058759521,-0.392302764,-0.392302764,-0.717273949,-0.133232743,1.08276285,-1.928282436,1,1,35,0,1
449926,3/31/2009,AMERICAN NATIONAL BANK,AMERICAN NATIONAL BANK,1,FAILURE,79036,-0.48153684,-2.304873786,-2.304873786,-1.055475818,-0.519705679,1.08276285,-1.928282436,1,1,35,0,1
3442834,12/31/2007,ALPHA BANK & TRUST,ALPHA BANK & TRUST,1,FAILURE,363894,0.64451162,-3.642059034,-3.642059034,-0.788468922,0.819265822,0.155788351,-0.253926893,1,1,9,0,1
320119,3/31/2003,ISRAEL DISCOUNT BANK OF NEW YORK,,0,,7597226,2.885368034,0.022511042,0.022511042,-1.605873277,0.642318423,0.433880701,0.951609098,0,,60,1,1
3202702,9/30/2009,"OPTUMHEALTH BANK, INC.",,0,,1166069,1.503289169,0.71962077,0.71962077,-0.563570211,0.301253265,1.175460299,-0.722746445,0,,43,1,1
141734,9/30/2009,SHOREBANK,SHOREBANK,1,FAILURE,2545897,2.079119276,-0.931527276,-0.931527276,-1.40444237,-0.764275994,1.175460299,-0.722746445,1,1,37,0,1
598534,3/31/2008,FIDELITY BANK,,0,,1732780,1.795382882,-0.13212536,-0.13212536,-0.608025472,0.135011812,0.155788351,-0.253926893,0,,60,1,1
435077,6/30/2013,METABANK,,0,,1657305,1.762541309,0.072678894,0.072678894,-1.141482001,-0.833324299,-0.400396348,-0.387875336,0,,16,1,1
2886187,6/30/2012,BANKS OF WISCONSIN,BANKS OF WISCONSIN,1,FAILURE,153262,0.006832765,-2.326081521,-2.326081521,-0.541552556,-0.850467031,-0.585791248,-0.52182378,1,1,48,0,1
613307,12/31/2012,PEOPLE'S UNITED BANK,,0,,30087088,3.90032317,0.041508878,0.041508878,-0.255571695,0.516050413,-0.400396348,-0.387875336,0,,38,1,1
44602,3/31/2003,BOSTON SAFE DEPOSIT AND TRUST COMPANY,,0,,5348489,2.626547621,-0.195297216,-0.195297216,-2.2649789,-0.583214359,0.433880701,0.951609098,0,,29,1,1
445843,3/31/2007,LASALLE BANK MIDWEST NATIONAL ASSOCIATION,,0,,40143846,4.112982439,0.045613757,0.045613757,-1.506645564,-3.238718708,-1.976252995,0.482789546,0,,30,1,1
3441592,9/30/2010,"BANKMERIDIAN, NA","BANKMERIDIAN, N.A.",1,FAILURE,268244,0.419616251,-3.344464462,-3.344464462,-0.700196483,-1.107291777,0.341183251,0.214892659,1,1,20,0,1
564605,9/30/2012,"HUDSON CITY SAVINGS BANK, FSB",,0,,41899945,4.144556415,-0.070975761,-0.070975761,-1.408205826,-0.539655652,-0.771186147,0.080944216,0,,26,1,1
76201,3/31/2002,FLEET NATIONAL BANK,,0,,178224000,5.212197384,0.341768211,0.341768211,0.236913081,-0.907430628,1.268157749,-0.119978449,0,,16,1,1
3116809,3/31/2011,CENTRAL FLORIDA STATE BANK,CENTRAL FLORIDA STATE BANK,1,FAILURE,85024,-0.427681137,-1.52687427,-1.52687427,-0.724068404,0.098936292,0.89736795,0.348841103,1,1,38,0,1
41647,12/31/2009,FIRST BANKING CENTER,FIRST BANKING CENTER,1,FAILURE,912354,1.322345622,-2.928162893,-2.928162893,-0.81811436,-0.616596609,1.08276285,1.01858332,1,1,38,0,1
762661,3/31/2007,FREMONT INVESTMENT & LOAN,,0,,13186854,3.292022691,-6.593785146,-6.593785146,-0.972631435,0.206744417,-1.976252995,0.482789546,0,,29,1,1
362445,6/30/2002,NATIONAL CITY BANK OF INDIANA,,0,,32514856,3.957549629,0.566058849,0.566058849,0.888941727,-0.675269469,1.268157749,-0.119978449,0,,21,1,1
1011526,3/31/2003,CITY NATIONAL BANK OF WEST VIRGINIA,,0,,1984465,1.895396875,0.502855966,0.502855966,0.911867664,-0.448467557,0.433880701,0.951609098,0,,60,1,1
978154,3/31/2007,STERLING BANK,,0,,4334458,2.471523757,0.183081055,0.183081055,0.508289999,0.420890944,-1.976252995,0.482789546,0,,41,1,1
203753,6/30/2007,"FIRST INTEGRITY BANK, NATIONAL ASSOCIATION","FIRST INTEGRITY BANK, N.A.",1,FAILURE,54005,-0.76237568,-0.355259403,-0.355259403,1.553470381,0.36679182,-1.976252995,0.482789546,1,1,28,0,1
20866,9/30/2009,HOME VALLEY BANK,HOME VALLEY BANK,1,FAILURE,249913,0.367416826,-3.068148126,-3.068148126,-0.751054054,-0.468044624,1.175460299,-0.722746445,1,1,37,0,1
245276,9/30/2007,ORIENTAL BANK AND TRUST,,0,,5549952,2.65381479,-0.013011739,-0.013011739,-1.873401659,0.585544499,-1.698160646,0.214892659,0,,60,1,1
2931603,3/31/2014,WORLD'S FOREMOST BANK,,0,,4218537,2.451532958,0.445805896,0.445805896,3.112920822,0.029431365,0.341183251,1.487402872,0,,60,1,1
3119163,6/30/2008,COMMUNITY BANK OF WEST GEORGIA,COMMUNITY BANK OF WEST GEORGIA,1,FAILURE,201363,0.208126037,-0.519737234,-0.519737234,-1.193261631,-0.611006517,0.155788351,-0.253926893,1,1,24,0,1
107244,6/30/2015,BANK OF THE OZARKS,,0,,8701082,2.985412928,0.527371581,0.527371581,0.597848805,0.370375946,0.433880701,0.348841103,0,,60,1,1
915878,9/30/2014,THIRD FEDERAL SAVINGS & LOAN ASSOCIATION OF CLEVELAND,,0,,11769063,3.208141183,-0.073345766,-0.073345766,-1.145291056,-0.128025431,0.155788351,0.482789546,0,,16,1,1
486752,9/30/2010,"CITIBANK (SOUTH DAKOTA), NATIONAL ASSOCIATION",,1,,143608922,5.052948046,0.155726271,0.155726271,5.775217374,-0.417271354,0.341183251,0.214892659,0,,41,0,1
1017658,6/30/2003,TEXAS STATE BANK,,0,,4069562,2.42501959,0.298054403,0.298054403,-0.052587193,-0.077645298,0.433880701,0.951609098,0,,27,1,1
456960,12/31/2010,NEVADA STATE BANK,,0,,4071534,2.42537685,-0.976329987,-0.976329987,-0.224357632,-0.131766083,0.89736795,0.348841103,0,,58,1,1
2917317,6/30/2012,BOFI FEDERAL BANK,,0,,2385431,2.031109227,0.28967034,0.28967034,0.103043174,0.34242555,-0.585791248,-0.52182378,0,,16,1,1
998675,3/31/2002,FIRST EAST SIDE SAVINGS BANK,FIRST EAST SIDE SAVINGS BANK,1,FAILURE,84401,-0.433104544,0.067739984,0.067739984,0.213434964,0.109355422,-0.585791248,-0.52182378,1,1,7,0,1
567231,9/30/2008,CAPITALSOUTH BANK,CAPITALSOUTH BANK,1,FAILURE,694900,1.121568747,-1.352857873,-1.352857873,-1.01242947,-0.991335555,0.248485801,-2.86592154,1,1,33,0,1
